movie_title,reviewer,rate,review
헝거,김태균,3.5,위플래시의 영향을 강하게 받은 느낌이 든다.주제의식이 명료하고 그 주제를 뛰어난 촬영과 셰프 배우의 강렬한 연기로 잘 표현한다.후반 전개가 뻔하고 작위적이라 잘 설득되지 않는데다 끝까지 그 셰프 배우의 연기로만 커버하려고 들어서 지루해지고 만다.
헝거,emmajjh,2.5,특별해서 비싼거냐?아니면 비싸서 특별한 거냐?
헝거,김형태,3.0,배드 지니어스의 존재감이 그저 운은 아니었던 듯.
헝거,Jay,2.0,"예고만 보고'위플래쉬'나 '더 메뉴' 생각하면 no no긴장감을 계속 이어가려 연출은하는데쓸데없이 착하고 친절해,중반부턴 긴장감을 잃고 길도 잃음.내가 이걸 왜 봐야하는지 의문만...."
헝거,감귤오렌지,2.0,태국 영화도 아직 한참 멀었구나…그나저나 태국 여행가는데 빨리 볶음면 먹고 싶다!
헝거,A Young Kim,2.5,"가스라이팅 오지는 쉐프,현실사회의 축소판 같은 주방 숨막힌다"
헝거,autumn,3.5,나의 허기는 누가 책임질 것인가
헝거,Soommi,3.0,"성공을 하려면 그만큼 놓아야하는게 있다는건 알겠는데..그냥 이꽉깨물고 성공하지..돈을 쉽게벌수있을거같았니?그리고 돈좀 벌어보겠다는데주변에서 질투하고, 돌아오라하고 니들이 돈벌어다줄거야?그리고 잘못은 쉐프가했는데 왜 너가 충격받고 그만두니돈을 벌어야 집안 가업도 더 일으켜세우고 아빠 병원비도 해야지영화로 뭘 얘기하려는진 알겠는데현대자본주의에서 사는 입장에선 이해할수없다.스포일러가 있어요!! 보기"
헝거,랜디 마시와 타올리의 테그리디 농장,0.5,걸리는 게 많았지만 그래도 인물의 파괴적인 성공욕구와 출세에는 큰 희생과 책임이 따른다는 주제로 중반까진 나름 이입해서 봤는데 역시는 역시…아…. 초반에 로제타 오마주 겁나 엉성하게 할 때부터 알아봤어야 했는데 넷플릭스 시파 세키들 이런 똥에다가 투자를 했다니 거지들 구걸하는 컷 중간중간 몇개 삽입하면 자기 영화가 진정 설득력 있는 켄 로치의 사회주의 영화라도 될 줄 아는 건가?유독 브루주아만 나오는 씬에 작의적으로 이미지 그로테스크하게 하고 맞지도 않는 괴랄한 음악 넣는데 ㄹㅇ 감독은 그걸 또 표현주의라 자위할 걸 알면 그냥 하… 말이 안 나온다흐름에 너무도 불필요한 요리배틀과 권선징악냉소라고는 볼 수 없는 지독하게 직접적인 사상 주입후반부에 급발진하는 가족신파있어보이려 똥 싸다만 애매모호한 엔딩진짜 최악이다 최악
헝거,spiegel,2.0,개연성을 웍질로 불태워버린건가. 길거리 통기타 치던 사람이 갑자기 오케스트라 지휘하면서 각 파트를 이미 모두알고 있던사람처럼 단점을 지적하고 소리치며 고뇌한다.
헝거,이반석,2.5,일단 태국영화에 관심을 가지게 만드는데는 성공. 위플래쉬가 언뜻 생각나지만 따라가기엔 멀었다. 일단 셰프의 카리스마부터 플레쳐를 따라가지 못할 뿐더러 플레쳐를 ‘악’이라 말하기 힘든 그 미묘한 느낌이 위플래쉬의 매력포인트인데 셰프는 그냥 나쁜놈이니 김이 확 센다.
헝거,홀붕이,2.0,배가 덜고픈가보다 재미없네
헝거,ㅇㅇㅇ,3.5,사람들은 보이지 않는걸 잘하는 사람에게 찬사한다
헝거,안초이,3.0,오이의 걸음은 너무 늦은 걸음이었지만 결코 잘못된 걸음은 아니었기에 모두와의 재회가 감동적으로 다가오는 영화
헝거,이문권,3.5,230415 반가운 주연배우
헝거,juhan,2.5,후반부가 아쉽다 중반부까지 취향저격이였는데그 욕망의 기괴함이 끝으로 달려가며 캐비어 요리로 끝날줄 알았는데 마지막에 그저 요리배틀로 끝나다니….스포일러가 있어요!! 보기
헝거,ratel,0.5,고기주무르다 손깍지 키는 컷에서 하차!심지어 그 수영장 파티 장면마저 어찌어찌 넘겼는데.......내가 정말 웬만하면 영화보다 중도포기란 없는 사람인데...시작을 안하면 안했지.. 손깍지 끼는 55분까지 본 아까운 내 시간🤦
헝거,조재호,3.5,"예고편은 요리버전 위플래쉬로 나갔지만 더 메뉴 스타일의 사회 풍자물이라는 감상이 들었다. 기술적으로는 빈틈이 많은 영화이지만, 좋은 컨셉과 힘 있는 스토리, 좋은 배우들이 이 빈틈을 잘 메운것 같다. 요리를 좋아하는 입장에서 이런 류 요리 영화들이 계속해서 나오는 게 참 반갑다."
헝거,노진경,3.0,"어느 정도 절제할 줄도 알아야, 그렇지 않으면 언젠간 탈이 나기에."
헝거,Yves Klein,2.5,뜨겁긴 한데 전자레인지로 급하게 데운 뜨거움.
헝거,송영범,2.5,좋은영화를 갈구하는 허기
헝거,dagalma,4.5,자리가 만드는 힘. 그 자리로 가기 위한 진정한 방법은?+태국판 위플래쉬+눈요기하다 배고파진다
헝거,푸리밥,2.5,특별함을 얻기 위해 잃게 되는 것에 대해 아름답고 간단 명료하면서 요상한 지혜를 얻기를 기대하며 봤으나 짭짤하고 그저 따뜻하여 친숙한 메인 디쉬를 내어준 영화
헝거,뚱딸,2.0,뭘 얘기하고싶은 건지 모르겠다군부에 대한 비판? 지나친 야욕이 부르는 잃음? 살기위해 먹는 자들의 허기 vs 부자들의 사치?동사는 없고 명사만 잔뜩있는 영화. 빈약한 메시지를 보충하기 위한 신파까지.. 안타깝다.
헝거,Dr.,2.5,따뜻한 태국의 어두운 일면을 엿본기분
헝거,멈무,2.5,원초적인 감각을 돋보이게 하는 영화와 그에 걸맞지 않는 아쉬운 엔딩
헝거,남누리,3.0,특별함이 주는 쓴맛
헝거,메타몽,2.0,영화이름이 '징징이 국수'였나?
헝거,시윤,2.5,위플래쉬 생각난건 나뿐만이 아니었나보다. 오디오는 좋은데 그외는…
헝거,림바,2.5,숨막히게 하려는 느낌만 내는 진부함
헝거,채고,2.5,뭔 얘기를 하려는지는 알겠는데 너무 비장해요 ............. ..주인공 언니는 어김없이 이 영화에서도 매력적임 자주 봐요
헝거,dohcjhw,2.5,특별해서 비싼거냐?비싸서 특별한거냐?
헝거,22,3.5,내용이 과한데 주인공이 아름다움♡ 동물권 관심 있는 사람이 보기엔 좀 그럴 듯...
헝거,감자탕와뼈해장국,3.5,"2023. 04. 13빛과 불에 가까워질수록 뜨겁고 그림자는 커진다.초중반에 몰입돠 긴장감은 숨 못쉬며 보던 위플레쉬가 떠올랐지만, 후반부 방향을 잃은 요리배틀은 아쉬움을 남겼다.또한 긴장감을 끌어오던 깔끔하고 단백한 화면 연출은 포커스를 잃어가서 더더욱 아쉬울 따름이다."
헝거,요호이,0.5,위플래쉬 짭을 버티면서 봐야하는
헝거,쇼비,2.5,"미식의 행복한 즐거움이 사라진 가장 암울한 음식 영화. 식욕을 돋구는 음식이라는 소재를 식욕을 잃게 만드는 물질만능 계급사회의 도구로 사용 하였다. 탐욕과 허영, 욕망과 허기로 만들어진 요리들이 독을 뿜는다.맛있는 요리를 기대하는 관객들의 행복한 미소를 앗아가며 진정 맛있는 요리엔 그것을 조리하는 요리사의 손맛이 깃들여 있다는 뻔하지만 강렬한 진리를 느끼게 해준다.영화 속 한 장면:늦은 밤, 오이를 찾아온 폴 쉐프는 이건 시작일 뿐이며 앞으로 더 많은 것을 잃게 될 것이라며..“이게 바로 특별함이 주는 쓴맛이다.”내가 먹는 음식이 내 사회적 지위를 뜻한다는 말에 뽀얀 국물의 순댓국이 떠오른다."
헝거,대연뎨녈,3.5,"음향과 색감 잘 살렸다. 욕망을 넘어선 끝없는 갈망, 탐닉을 음식을 소재로 잘 나타내었다. 금전, 탐욕보다 더 중요한 가치를 보여주고 싶었을 것이다. 이까진 좋다근데, 키스씬 꼭 필요한가?"
헝거,mozza,3.0,초중반까진 좋았다가 후반부로 갈수록 요상한 흑백논리와 신파로 용두사미를 보여준.... 다소 아쉽다
헝거,규장각,2.0,요즘이라면 태국 여행시 필수 맛집코스로 주인공 식당 들어가고 입소문 타서 미슐랭도 노려볼 수 있음. 식당 인지도는 더 쩔 듯ㅋㅋㅋㅋㅋㅋ
헝거,이아민,2.5,"정작 어떤 얘기를 어떤 식으로 어떤 그릇에 담아낼지 모르는 플레이팅 젬병 감독이 그리는 출장요리사들의 궤변 이야기. 매 장면이 어디선가 본듯한 기시감을 주고, 배우들의 연기마저 다채롭지 못하며, 플롯이 이리저리 휘청이다 힘없이 고꾸라진다."
헝거,CINESON,2.0,초반 흥미에서 30분부터 휘청이더니 갈피를 못잡는다. 2시간 끌고갈 소재가 아니니 억지 주제와 메세지로 폴쉐프처럼 허세스럽다
헝거,new moon,3.5,요리사의 치열한 전장 그 허기짐에 관해2023.5.5
헝거,BeeKay,2.5,오이가 당근을 썰다 사랑이 싹 트네
헝거,각각,2.0,남들과 같은 카메라를 사서 깨끗한 화질은 얻을 수 있었지만.
헝거,장민철,3.5,위플래쉬+향수+냉장고를부탁해
헝거,송둘기,1.0,여주 답답..오글…
헝거,HedyHam,2.0,'더 셰프'처럼 음산한 분위기가 지속되지만태국영화 특유의 분위기일 뿐 무섭지는 않은호기롭게 시작했다 마무리는 희미해서 아쉬움징징이 국수는 먹어보고픔2023.05.01 with tom
헝거,김지훈,3.0,영상 연출도 괜찮고 분위기도 흥미로웠지만 스토리 진행 과정이 매끄럽지 않아 공감되지 않는 장면들이 많았다. 그냥 사건과 사건을 이어붙인 느낌.
헝거,제이든,4.0,I’m still hunger
헝거,박정한,보고싶어요,영화에서의 요리는 담백함을 말한다. 그러나 영화는 과하고 넘쳐흐른다.  촌스럽다.
헝거,정휘뚜루마뚜루,1.5,"베지테리언이 되고싶다는 생각이,,"
헝거,Sera Kwon,2.5,악마는 프라다를 입는다랑 요리왕 비룡을 볶아서 만든 듯. 뻔하다는 얘기임ㅎ
헝거,All Day,1.0,소재도 주제도 맥없다.스포일러가 있어요!! 보기
헝거,As Yun Wish,4.5,제목도 잘 지었고 여주 연기도 너무 좋다고 생각했는데 왓챠평이 별로네..!
헝거,와일드베리,3.0,태국 길거리 음식 먹고 싶어짐.
헝거,구진,1.0,지루..
헝거,박성호,3.0,처음의 강렬함은 사라지고 가족애만 남는다.
헝거,LDG,2.5,요리와 메세지 둘 다 뜨겁게 끓었더라면
헝거,전경,2.5,"채우면 채울수록 더 깊게 들어가고 싶던 어릴적 백사장의 땅굴이 허기의 시작이었다. 모래성을 꾸며낼 조개 껍질을 찾아나서던 우리, 다시 돌아왔을 땐 모래성이 파도에 쓸려내려간 후였다."
헝거,Vonchio,4.0,"#คนหิว เกมกระหาย #헝거 #Hunger .태국어 제목은 「허기진 사람들, 간절함(갈증)의 게임」 정도로 번역.동네 맛집 추요에서 할머니와 아빠를 모시고 요리를 떠맡은 아오이가 성공을 위해 방황하다 컴백홈하기까지 유명 쉐프의 팀에서 겪은 에피소드와 부자들의 허세를 보여주는 파티를 통해 과연 인간의 욕망은 허기와 함께 어떻게 펼쳐지는지를 보여주는 세가지 파티(장군의 파티, 풀빌라 파티 그리고 마지막 신전의 파티)가 인상적이다.개인적으로 추띠몬의 성장세를 지켜보는게 가장 행복했던 영화. 그녀의 눈빛과 웍질하는 모습에서 청춘스타에서 이제 진짜 배우가 되어가는구나를 느낄 수 있는....☞☞☞ ★★★★P.S 징징누들(진짜국수) 먹으러 고향가고 시프다#추띠몬 #ChefAoy, a woman in her twenties, runs her family's local stir-fried noodles restaurant in the old quarter of Bangkok.One day, she receives an invitation to leave the family business and join team 'Hunger', Thailand's number one luxury Chef's table team led by the famously ingenious, and infamously nasty, Chef Paul"
헝거,유월,3.0,설마했던 결말..아주 나쁘지는 않지만 어디서 많이 본 소재들이 허술한 뼈대 위에 얼기설기 엮여있는 느낌
헝거,에이든,3.0,음식의 다루는 방식과 대결은 볼만하나 의미 부여가 제대로 전달되지 못한다.
헝거,LANTE,3.5,태국에서 오랫동안 적응하지 못했던길가에 늘어선 노천식당과 그 중심에서 빛나던 쇼핑몰의 괴리를 다시 느낄 수 있던 영화
헝거,Lily,1.0,생선잡이 배 탈 때부터 망했네
헝거,아영,2.0,지니어스 주방버전
헝거,후루둥,2.5,보고 있어도 허기가 느껴진다.
헝거,이석후,2.5,.....? 뭐
헝거,이랑,3.5,제목에 맞는 소재로 제목에 맞는 인물들이 제목에 맞는 전개를 한다. 말 그대로 hunger.단점들도 개인적으로 흐린눈으로 넘어갈 수 있는 부분이었고 장점들이 내 취향이긴 하나 아무리 생각해도 대중의 취향은 아닐듯
헝거,모나도,3.0,오늘 저녁 뭐 먹지?
헝거,기억씨,1.5,엄청 독창적일 것 처럼 하더니... 그저그런 맛
헝거,워뉸재,3.0,무슨 얘기지 하며 방향을 못찾을 때마다 잠깐 보여주는 방향성.
헝거,김예찬,0.5,2~3번 실패한 이력을 가지고 고향복귀
헝거,ETC,3.0,허기짐을 채울 수 있는 것은 가족의 사랑과 자기 위치에서 할 수 있는 최선이 아닐까
헝거,김민서,1.0,쉣..
헝거,뚜까PD,1.5,무슨 요리를 하고싶었던 걸까...달래지지 않는 허기
헝거,창창,1.5,캐비어와 국수를 섞어 버렸다.좋은 재료를 망치는게연출이 덜 배고픈거 같다.
헝거,라이톨,3.5,생각보단 재밌었으나 중후반부 가면 쳐짐
헝거,남신의주유동박시봉방알순,1.5,징징이 국수 먹고싶다
헝거,김유경,3.5,뭔가 약간 용두사미 같았당캐릭터들이 처음엔 오.. 하면서 매력적이었는데 왠지 모르게 약간 산으로 갔다고 해야하나..? 아쉽따..!근데 그래도 음향에서 오는 서스펜스가 인상깊었고 왠지 스릴있어서 영화보는 맛이 있었다..!
헝거,김현범,2.5,2023.4.20넷플릭스
헝거,개놀라유,3.0,1.팟타이 먹고싶다.2.그래서 뭘 말하고 싶은겨3.직장인 괴롭힘의 말로
헝거,이성원,2.5,나의 작품 해석능력 부족일까 매세지가 뭘까 아니면 받아 들인 것이 맞은걸까
헝거,정다윤,2.0,음식구경하는 재미만 있었음..
헝거,수혀니,3.0,깊이가 없다.
헝거,Dr. CS M Yoon,3.5,위플래시 요리버전이라는 거에 동의한다. 쉐프는 잠재력있는 사람을 자극하고 도발해서 실력을 키우게 한다. 근데 흠... 그후는 좀 이상하게 끝나넹진짜 실력이 아니라 정치력이나 사람들의 믿음이 크다는걸 깨닫고 현타와서 갑자기 집으로 돌아가서 식당 때려치고 메뉴개발?흠?그간의 계약은? 톳은? 그럼 그 식당은 이제 톤 껀가
헝거,ㅇㅈ,3.5,징징이 국수같은 영화오이오이 믿고 있었다구!
헝거,하라하라,2.5,초반엔 위플래쉬 블랙스완 같은 느낌인 줄 알았다 근데 결말까지 극을 쥐고 가는 힘이 부족한 느낌..? 주인공 마스크가 정말 매력적이라 느낌
헝거,장민우,3.5,태생부터 모두 다른 가치관이 있었을 뿐 인데?
헝거,Sheed Yoo,2.5,시각적효과와 사운드덕에 몰입감있게 잘 시청함태국요리를 좋아하는 사람들에게 추천을 할 영화히웅 막막 폼 약 낀 타이 챠이!
헝거,Jongho John Park,2.5,배드지니어스의 그녀 반갑네요하지만 감독이 뭘 말하고 싶은지 알수없음영화가 짱구의 B급음식이랑 비슷스포일러가 있어요!! 보기
헝거,송새미,0.5,이게 뭐람
헝거,Dongwoo,3.0,나에게로 향하는 길이 궁극적인 완성의 길
헝거,대기,3.5,영어 음성으로 본 사람 손..
헝거,이나나,3.0,튜닝의 완성은 순정....저러케 나불대다가 칼맞는거 아니냐햇는데 그걸 맞네
헝거,Huynseok Lee,0.5,스폰을 잔뜩 받은 대학생 졸업작품 수준
헝거,여름,3.0,요리가 소재인데 왜 이렇게 허기가 지는 걸까얼음 녹는 듯 점점 맹탕이 되어가는 긴장감
헝거,김문,2.5,음식이 주된 영화인데 막상 음식이 맛있어 보이질 않음..
헝거,제갈남궁,4.0,"오 태국 영화 잘만드는데?>>스포<<+ 음향,노래, 음식 플레이팅, 공간 모두 좋았다+ 어찌보면 진짜 스승-제자, 셰프 영화에서 나올 수 있는 클리셰는 총집합한다. 근데 이 클리셰가 지루하게 느껴지진 않았다.+ 출장 요리를 가는 상류층 손님들을 직업특성에 맞게 음식으로써 비꼬는 게 참 재밌는 연출이었다.근데 그들을 왜 비꼬는 지는 이해가 안갔다. 단순히 돈이 많아서, 부자들을 혐오하는 사회분위기 때문에 그런건가?+ 역시 모든 영화의 끝은 back to the basic... 초심으로, 일상으로 돌아가자! 맞아, 처음에 오이가 특별해지고 싶다고, 성공하고 싶다고 이갈고 노력하는 거 보면서 오...하다가 저렇게 살면 인생 진짜 피곤하겠는데?ㅋㅋㅋ 생각했다. 그냥 동네에서 웍 볶고 친구들이랑 노가리 까고 노는게 인생이고 행복이지 머..+ 재밌게봤다! 추천!"
헝거,제제,2.5,볶음 잡탕 영화 배고프다
헝거,엄재인,1.0,위플래시 아시아/요리버전이라는 소재가 아깝다그래서 뭐 어쩌란거임
헝거,타탱,3.5,"배드 지니어스때도 느낀 추이엔 배우의 집중력불이란 소재로 파워를 이미지한 부분이 좋았다요리는 쇼맨십으로 사용된 느낌이 없잖아 있지만 미리 경험한 정상의 허무함,불안함을 선배가 후배에게 전달해주는 부분이 좋았음자본주의에 먹히는 개인들일 뿐이었음"
헝거,1.19,3.0,손에 땀을 쥐고 보다가 차게 식어버린 땀
헝거,Nicki,3.0,최근본한국영화들보다 나았다.
헝거,Paul,2.5,배드지니어스 그녀여서 봤는데...요리계 위플래쉬나 개또라이 요리스릴러쯤 되는줄 알았는데...결국 라따뚜이 볶음국수 엔딩이라니ㅠ
헝거,NTK,2.5,한 줄거리를 이야기하는 데에 너무 많은 시각을 넣지 않았는지
헝거,형준,3.0,식사에 대한 본질을 논하기엔 깊이가 얕은 느낌.스포일러가 있어요!! 보기
헝거,장은정,0.5,쓸데없이 왜 공포분위기 자꾸 연출하지?내용은 아메리칸 셰픈데 점프스케어는 컨저링임 ;
헝거,이승현,3.0,2023.04.16.🏠
헝거,진성,3.5,감독님이 하고싶은게 너무 많으셨다. 하지만 하고싶은거 다 넣었고 그 맛이 태국 로컬 맛이구나 생각하고 보니 볼 만했다.
헝거,비니,4.0,클리셰한 마무리와 지지부진한 후반부 제외하고는연출이 참 좋았다!
헝거,김유성,2.5,가장 큰 약점은 영화에 등장하는 대부분의 서스펜스가 예측가능하단 것
헝거,백유경,2.0,차라리 공포영화로 만들지
헝거,송찬,2.5,"개연성은 잘 모르겠고, 가스라이팅 오지네.. 그래도 볼거리는 풍부했다"
헝거,시크한 타이슨,3.0,대사처럼 특별한 쓴맛 같았던 영화.
헝거,박종웅,2.0,말하고자하는 주제도 그림도 개연성도 조잡하다.
헝거,Alexander Seo,2.5,쉐프는 왜 항상 뭘 집어던지는가.
헝거,z_zing00,2.5,넷플 집에서
헝거,아니주니,2.0,더 메뉴 태국버전그 어떤 요리보다 태국 팟타이랑 인스턴트 라면이 맛있다
헝거,조승상,5.0,공포스러운 분위기의 위플래시.
헝거,Youn,2.0,2023.04.16 H. PC.GB.
헝거,우소현,3.0,기억에 남는두번째 태국영화가 되었네같은 배우의~배우보고 봐야겠다고 생각했는데 잘한듯
헝거,solamami,3.0,멋져
헝거,마루치,2.0,"< 헝거 >Hunger, คนหิว เกมกระหาย, 2023 ; NETFLIX< 위플래시 > 로 시작해서< 라라랜드 > 길을 잃더니 .. 다시는 돌아오지 못하는 ..화려한 태국 요리 장면을 보여준 것 외에는그다지 감사함은 없다.별점수는 ★★러닝타임(130분)이 조금만 짧았어도 ☆는 더 얹었을텐데 ..#마루치무비 #헝거 #HUNGER #태국 #요리 #위플래시 #FLAME #독재"
헝거,으앙,1.5,재밌다 말았네
헝거,헤니,1.5,맛있으면 그만
헝거,하얀얼룩말,3.0,그땐 선배들의 어깨 뒤로 내 세상인가 했더니 어느새 내 등 뒤의 후배들이 날 바라보고 있구나.
헝거,까칠한 평론가,3.0,태국 영화의 놀라움과 실망감을 동시에…
헝거,아재소방,3.0,태국도 은근히 빈부차이가 심하네...
헝거,윤예지,2.0,좋을뻔.. 했다
헝거,박지상,5.0,"허기짐은 두 가지로 나누어진다, 진짜 허기와 거짓 허기.과연 우리에게 필요한 허기짐은 무엇일까?"
헝거,JW,3.0,"태국 영화에 기대를 안한건 역시 나의 편견이었다. 약간 일본 감성도 느껴지지만, 느낌 좋은데?"
헝거,시늉,2.0,뭔가 전하려 했지만 한마디로 재미가 없다남는건 태국 배우들도 꽤 매력이 있구나 하는 정도
헝거,쫄병,1.5,캐릭터들 정말 매력적인데 스토리가 다 개박살냈음
헝거,Seow,4.0,"""넌 성공하지 못 할거야.""""넌 배가 덜 고팠거든""길거리 음식 요리사에서 세계적인 명성의 쉐프가 되기까지. 음식이 상당히 매력적이고 상당한 맛의 가치를 추구하고 기고한 철학을 추구한다는 것이 매우 놀라웠으며 몰입되고 재밌게 볼 만한 영화였다.스포일러가 있어요!! 보기"
헝거,채은,2.0,영화 제목을 너무 비장하게 잘 지음...
헝거,Scruge,2.0,"사람에게는 저마다 맞는 옷이 있다. 그게 꼭 비싸거나 싸다는 것에 의해 정해지는 것이 아닌, 자신의 인생이 그 석에 담겨 있다고 생각한다..꼭 사람이 틀 속에 갇혀 살아야 하는 것은 아니지만, 그 틀을 벗어 던졌을 때 자신과 일평생을 함께한 무언가가 함께 사라질 수 있다는 것, 그게 설령 자신에게 있어 가장 소중하고 가치 있는 것이라 한들 가차 없이 사라질 수 있다는 점을 알아야 한다..오랜만에 봐서 좋았던 태국 작품. 흐름이 조금씩 끊기는 듯한 느낌, 진부함과 특유의 오글거림도 존재했지만, 나름 괜찮았던 것 같다."
헝거,임승권,1.5,리뷰가 다 비슷하네 ㅋㅋㅋ위플래쉬 따라하다 길을 잃은 감독내 생각엔 위플래쉬 따라해야지 욤뇸뇸 하다가아시안 정서에 맞춰야지 하다가 망한 영화
헝거,박명수,3.0,겉으로는 뜨거워 보이지만 다르게는 따뜻할 수 있는 것.
헝거,ming,3.0,2023.04.13 넷플릭스 관람
헝거,굽영,3.0,태국가고싶다
헝거,shinms,5.0,"보는 내내 '요리사,도둑,그의아내 그리고 그의정부' 영화가 계속 생각났다 태국영화가 생소한데 스타일리쉬 해서 좋았다 음악도 좋았고 감독의 다른 작품도 찾아보고 싶어졌다 기교가 좋다"
헝거,김태완,2.5,배드지니어스를 기대하고 봤으나 위플래시 짝퉁... 인생을 말하기엔 너무 짧고 성장을 말하기엔 너무 길다
헝거,쭈니,4.0,순수한 갈증은추악한 욕망의 불로 볶아행복을 찾아가는 내가 된다.순수함은 잃지 않은채
헝거,강혜림,2.0,"빈약한 스토리, 촌스러운 연출, 종잡을 수 없는 캐릭터 설정..씨즐컷 촬영만은 기깔남."
헝거,ViNTeR,0.5,이래서~~ 내 주방에 직원 안쓰는거야
헝거,Danny S Kim,2.5,태국버젼 박소담의 위플래쉬 + 더 메뉴 😅
헝거,조민지,4.0,권상우를 후원하는 빈지노 ㅋㅋㅋ 농담이고 여주 얼굴 내 취향. 영상미가 이국적이고 좋았다. 요리판 악마는 프라다를 입는다 같음.
헝거,Maya Kim,3.0,킬링타임으로 오케이결말이나 클리셰가 많지만 태국 로컬 식당이 그리워지는 영화
헝거,십일,2.5,한놈은 뭔 마약을 쳐놓고 한놈은 징징이를 쳐놓고 비룡이냐
헝거,박정은,1.0,긴장감있는 음악에 따라가지 못하는 매우 허술한 전개와 배우들의 연기+ 스포셰프를 광인으로 표현하려는데 실패한 이유셰프가 화낼때 화날만 해서(셰프만 정상임. 물건 집어던지고 모욕하는건 잘못이지만..)1. 식재료 도난한 직원당연히 잘못한 것 아닌가?2. 주방에서 담배피는 직원위생에 털난거 아닌가3. 알레르기 있는 손님음식에 새우 넣은 직원미친거 아닌가
헝거,한글별명,1.5,불을 다룰줄 안다면서..  왜 센불로만해?
헝거,김승환,3.0,무난무난한 부분들은 좀 아쉬움230410
헝거,계곡,3.5,거북목 신경쓰여
헝거,유상원,2.0,미묘하게 지루하다
헝거,집착광숭,1.5,더 메뉴 + 위플래쉬인 줄 알고 봤는데 그냥 볶음밥이었다 볶볶…
헝거,앎이,1.5,배경음악이 집중을 망친다별거 아닌데 미스테리가 있을것만 같은 안맞는음악
헝거,잔인한詩,1.5,왕후의 밥과 걸인의 찬시장기만 속이면 된다이해치 못할 소재이다***유명 헝거 주방장 폴의 똘마니 톤이 동네 작은 국수가게 가업을 이어받을 꿈도 없는 주방장인 (아)오이한테명함을 주며 큰물에서 놀라고 한다친구들에게 명함을 보여줬더니 우와 하고검색해보니 대단한 사람이라 찾아간다요리학교 출신과 볶음밥 대결에서 이긴 아오이는 채용되는데코뿔새 사냥 조리관둠사업가 톳의 초대식당 열기밀키 부인 파티 요리 대결폴의 영상 유출 체포환멸을 느끼고 오이는 다시 원래 자리로 돌아간다***핍진성이 너무 떨어진다
"므이: 저주, 돌아오다",브리즈,2.0,돌아오지 말걸 그랬나??;;선 넘지 말아라엔딩곡 총 맞은것 처럼 표절??
"므이: 저주, 돌아오다",마늘빵,1.0,22년 작품이라니. 참아가며 봐야 하는데 내가 왜 인내하며 보는지 되묻다 종료했다. 기다려도 지루함뿐. 무섭지도 않고 스릴도 없고.
"므이: 저주, 돌아오다",노진경,0.5,무섭지도 않고재미있지도 않고슬프지도 않고감동적이지도 않고.
"므이: 저주, 돌아오다",evillady,1.5,이렇게 돌아올 바에야…
"므이: 저주, 돌아오다",전동민,2.5,"공포영화인데 뻔한 공포,전체적으로 납득이 안가는 스토리와 개연성이 없는 스토리 그리고 연기력이 너무나도 어색한 배우들의 연기를 보고있자니 하품만 나온다."
"므이: 저주, 돌아오다",조무영,0.5,어릴때 봤던 전설의고향은 무섭기라도 했지.
"므이: 저주, 돌아오다",도련님,1.0,안돌아와도 될듯... 공포영화 아님
"므이: 저주, 돌아오다",배소이,1.0,"므 이딴게 다있노,,"
"므이: 저주, 돌아오다",이수인,2.0,빙의배틀물
"므이: 저주, 돌아오다",잔인한詩,2.0,"Muoi: The Curse Returns화랑에서 일하는 린은 수영장 익사한 썸타던 카페 사장 오빠 키에트 장례식장에서고딩 동창이자 그때부터 대학 때까지같이 살던 절친이지만 2년간 연락을 못한 항을 만나는데항 曰 사는 집 전에 살던 집주인이르짜인, 곧 프랑스 식민 시대 전설적 화가였고항은 르짜인의 그림을 모사하고 있댄다항은 버스 정류장에서 사는 집 초대를 하는데린은 엄마와 선약이 있다하고 담을 기약하지만몸을 가누지 못하는 항이 걱정되어그집을 찾게 된다현재의 집주인은 르짜인 친척이라는 디외 부인화랑에 걸어놓은 항의 그림이 맘에 들어그집에 살도록 했다 한다린은 헛것과 귀신이 보이고담날 기침과 열이 나는 항을 위해 약국에 갔더니약사는 므이를 깨우지 말고 당장 그집을 나오랜다르짜인의 친구 무명화가 응우옌아내 홍내연녀 므이 자살저주 항이에게항과 린을 동시에 사귀었던 키에트이로 인해 갈라진 우정므이의 저주가 아닌질투심에 남편을 죽인 홍의 저주였고디외 부인은 르짜인 쌍둥이 큰딸였고항과 린의 몸에 홍의 영혼을 실으려고 했던 것디외는 항을 죽이도록 린을 부추겼으나린은 환상을 보고 모든 비밀을 알게 되는데디외는 린을 죽이려 하다가 거울을 보고 늙은 자신의 본모습과 어린 쌍둥이 동생을 보고선 계단을 구른다"
