reviewer,rate,review,movie_title
N/A,2.5,"아, 뭔가 했네. <패밀리 맨(2000)> 요거!원래 떠돌던 제목은 ‘크리스마스의 선물’. 보고 나면 개봉일이 1월인 것도 좀..? 크리스마스 테마가 깊긴 함.옆자리 같이 보신 남자 동료분 우셨음 ㅜㅜ 가족 생각난다고. - 12/19 언배시사 @롯데 건대시네마",스위치
그대의 눈동자에 Cheers,3.0,23.04.09 1445번째 영화.특별한 건 없지만 그래도 소소한 웃음을 주는 따뜻한 크리스마스 선물 같은 영화.,스위치
coenjung,3.0,판권 구입해서 만든 영화라면 충분히 좋은 리메이크다.,스위치
이용희,2.5,사람은 기억으로 산다.뻔하고 재밌다. 수없이 봐온 설정을 수없이 반복하는 데에는 다 이유가 있다. 기본만 해도 찰떡같은 재미를 보장하기 때문. 게다가 권상우의 찰떡 연기는 영화를 더 풍요롭게 만들어준다. 찰떡같지 못했던 개봉시기가 안따까울 따름이다.2023년 2월 11일에 봄 ,스위치
Lee Ja Bok,3.5,기분좋은 뻔한맛.대립구도 하나 없이도 스토리를 끌고가는 편안함.,스위치
Fridaythe13th,3.0,적절하고 평범하게 결합된 코미디와 감동,스위치
낡은호출기,2.5,스위치를 올리면 익숙함이 내리면 리메이크가 보여,스위치
배성진,3.0,이거 패밀리맨 리메이크인가요..?,스위치
왕은혜,3.0,뻔한 클리셰를 정감있게 만들어 웃음과 감동이 있다,스위치
다이루다,3.5,원작 보다더 재밌게 봄로하가 넘 귀여움,스위치
청비,3.0,다 필요없고 오정세 같은 친구만 있어도 성공한거다.,스위치
Kim.K.Y,3.5,무난한만큼 보기 편안한 크리스마스 선물같은 영화.기끔은 이런 영화가 좋기도 해.,스위치
지구별여행가,3.0,이민정에 이쁜 애들 두명이면 당연히 행복하지...,스위치
봄날,2.0,적당한 매력,스위치
이송원,4.0,그대웃어요때부터 팬인 이민정배우의출연. 안볼수가있겠는가? 무대인사는 그저 거둘뿐. 의외의 배우도 출연해서 반가웠다.,스위치
신민,2.0,"눈앞엔 스위치가, 머릿속엔 패밀리맨이 동시상영 된다.잘 만들어놓고 왜 베낀 영화로 남은건지 모르겠다.  영화가 끝나고 네이버 검색창에 스위치 원작, 패밀리맨 리메이크 등을 검색해봤다. 부디 내가 원하는 뉴스가 당당히 떠주길 바랬지만 그런 일은 일어나지 않았다.  장르의 유사성이라기엔 영화의 기승전결이, 그리고 주제가 너무 똑같지 않나? 영화를 보는내내 예측이 된다. 결말로 향하는 내내 아 결말도 똑같으려나? 아니겠지? 자기 혼자 생각해낸 장면이 있겠지? 했는데 역시 아니였다.  물론 부분부분 자기혼자 생각해낸 장면들이 있다. 다만 그게 영화 서사에 차별점을 줄만큼 큰 의미를 지니진 못한다.리메이크 수준으로 비슷한 영화면서 제대로 수입해오지는 않는 태도를 이해하기 어렵다.  아예 수입해 왔으면 비슷해 보이지 않으려고 매니저와의 운명이 바뀐것처럼 보이게 하는 꼼수는 부리지 않아도 됐을텐데, 왜 수입해 오지 않은 건지 이해하기 어렵다.사와서 리메이크를 하던가..  아예 머리 쥐어짜서 새로운 이야기를 쓰시던가.. 하셔야죠 감독님.. 감독님 솔직히 스위치 보러가는 관객들이 패밀리맨 몰랐으면 좋겠죠? 당당히 패밀리맨 보다 우리 영화가 더 재밌으니까 패밀리맨 보고 우리 영화 보셔도 상관없어요. 이렇게 말 못하죠? 패밀리맨을 표절한게 아니라 오마주 한겁니다. 라고 말했다가 표절인거 들킬까봐 말 못하죠? 그럼 베끼지 마세요.. 사와서 찍어요..",스위치
류시형,2.5,"전형성을 무기로, 역지사지의 가치를 설득한다.",스위치
ㅇㅈㅇ,1.0,으아아하암~~,스위치
88,2.0,soso,스위치
Minju Park,3.0,"착한영화인데욕하는 장면이 종종 나옴잔잔하게 웃기고예상 가능한 결말특별할 건 없고가볍게, 편하게 감상221222 개봉전 시사회로 감상",스위치
TK Lee,2.5,무난한 영화이민정 연기 많이 했음 좋겠네.,스위치
Axllow,4.0,흥행보장 배우는 아니지만 지금 생각하면 항상 생각보다 영화는 좋았다. 코미디영화에 걸맞는 재미를 보장하지만 그와중에 또 슬퍼하는 연기또한 잘해서 여러감정을 느끼게 하는 배우다. 권상우란 배우는 어찌보면 과소평가 받고있는 배우중하나다. 오정세와 캐미도 매우좋았고 오정세 또한 다른영화보다 더욱 활약한 느낌이다. 그리고 이민정또한 좋았다. 다른 영화에서 대부분 주인공 남편의 부인역할들이 다들 고만고만하고 존재감이 없었는데 이민정의 존재감은 매우 강렬했다. 과거 한국영화 감성이지만 이런 감성이 그리웠던것같다. 영화엔딩이후 크레딧에 나오는 쿠키영상또한 매우 반가웠다.,스위치
sunm5ng,3.0,권상우가 사극을 안하는 이유,스위치
정다혜,1.5,패밀리맨..,스위치
기록지향적생각아카이브,3.0,금융 치료 한방이면 '타당은 도다 도는 거야',스위치
John Doe,3.0,- 패밀리맨(2000) 리메이크했나?- 아무리 리메이크라지만 너무 아무 맥락없이 발단이 시작되는 거 아닌가?- 목욕탕 똥개그를 왜 섞어- 이병헌 배우 개그를 이렇게 치나 ㅋㅋ- 아니 뭐 조연 해서 얼마나 번다고 집을 옮겨… 아 받은 거면 그럴 수 있지…- 하지만 너무 좋기만 한 거 아닌가? 이루지 못한 사랑이 내 옆에 있고 아이도 둘인데다 육아도 건너뛰고 좀 있음 학부형. 돈 벌 구석도 생기고 형편도 필 것 같다. 이 정도면 인생 치트키 아닌가?- 발단 떡밥을 이렇게 푸는구나. 상당히 뜬금없지만 장치가 나쁘지 않네- 크게 칭찬은 못 하겠다. 그래도 여전히 여러 생각이 들긴 하네,스위치
dltcmal,3.0,피식피식220225,스위치
이공사육,2.5,문명하면서 옆에다 1.25배속으로 틀고이거 끝날때까지만 게임하고 저녁 먹어야지하고 보는 용도로 최고아무 걱정없이 마냥 가볍게 해맑게.,스위치
선우,4.5,권상우의 저력,스위치
BA,2.5,성공이 사람을 무례하고 외롭고 불행하게 만듭니까? 성공 대신 사랑을 선택하면 행복해집니까? 아니 결국 권상우는 성공도 하고 사랑도 선택한거면.. 뭐가 스위칩니까? 결론은 불합리하다.,스위치
잇츄,2.5,무조건 크리스마스에 개봉을 했어야지크리스마스 타령을 이렇게 할거면무조건 크리스마스에 개봉 했어야지.,스위치
Hun,3.5,권상우 배우님 오정세 배우님의 티키타카를 엄청 기대됐는데 그만큼은 아닌게 아쉽고 큰 코미디를 기대했는데 그만큼은 아닌게 아쉽다.(그렇다고 안웃긴건 아니다. 그저 내 기대가 컷을뿐. 웃기다)하지만 남일같지 않고 나에게 공감이 되어 눈시울을 붉혔고 그 안의 드라마가 감동으로 다가왔다.,스위치
공백꽃,3.0,﻿결혼 장려 영화,스위치
제레미마사오,2.0,"패밀리맨의 아류, 어설픈 웃음코드, 연기력 부족그나마 담보에 나왔던 여자아이 아역만 성공적",스위치
랩퍼 M군,3.5,훈훈한 영화 안좋아하는데 간만에영화보는 내내 몸속에 핫팩을 끼고 본느낌이었다~ 따뜻하다~,스위치
Edwood,1.0,패밀리맨인데..,스위치
지다달,1.0,코미디 장르라는 것이 믿기지 않을 만큼 웃기지 않아서 그 점이 가장 놀라웠다. 오정세를 좋아해서 끝까지 보는덴 성공.,스위치
라미,3.0,요즘같이 퍽퍽한 시대에 맘편히 볼 수 있는 영화,스위치
김다베,2.5,"한 순간에 뒤바뀐 인생에서 주인공은 서서히 바뀌어간다. 자신이 선택하지 않았던 가족의 소중함과, 선택했지만 잊고 살았던 꿈의 소중함 모두를 조명한게 꽤 마음에 들었다.",스위치
조명연,3.0,"권상우 오정세 두 배우의 케미가 잘 맞아서 재밌었던 영화. 어쩌면 내 이야기 처럼 보여지고, 내가 꿈꿨던 것들을 정세가 이뤘다고 생각하니.. 더 다르게 보이는 영화... 멋지다.ㅎ",스위치
킴지,3.0,뒤집어 입어도 그대로,스위치
용용죽겠지,4.0,보는 내내 우리 서비니 생각나는 영화,스위치
와니,3.5,"제목만 봐도 연상되는 뻔한 전개의 영화지만, 연말 사랑하는 연인이나 가족과 함께 보기엔 더없이 좋은 영화. 우리는 대단한 걸 기대하지만 어쩌면 가장 기본적인 이야기에 공감하고 울고 웃는다.",스위치
Shagra,3.0,"별 고민도 고난도 없이 일과 가족 모두를 가진 박강,상대 역들의 도움으로 웃음과 감동 모두를 챙긴 권상우?""엄마를 무서워 했다니까?""23.01.07.(토) CGV 신촌 아트레온.",스위치
전해인,3.5,영화를 보는 건다른 삶을 살아보는 것,스위치
모아나,3.0,자극적이지않아서 좋다! 훈훈하고 교훈을 주는 이런 잔잔한 영화 좋다!!,스위치
의견,3.5,연말연초에 누구와 함께해도 좋은 영화보기 전 신파범벅일까 많이 우려했지만무난하게 감정과 스토리를 잘 소화했다.,스위치
김선빈,3.0,요새는 이도저도 아닐거면 이렇게 평범한게 더 낫다,스위치
박지혜,1.5,아...진짜 이걸 왜봤지..생각하면 할수록 빡침,스위치
박준현,3.5,교과서대로만 만든 정석적 영화.어느덧 페이소스를 담을 줄 아는 배우가 된 권상우.,스위치
심야할인,2.5,<패밀리맨>을 그대로 충무로로 ‘스위치’.,스위치
kyoung1,3.0,재밌는데 한편으로 무난함. 무난함이 가장 강한 강점이자 단점. 한 번 보면 나쁘지 않은 작품.,스위치
이지영,3.0,연말연초는 따듯하게 소중한 가족과 함께...,스위치
강동민,2.0,패밀리맨 한국판으로 스위치!스포일러가 있어요!! 보기,스위치
윤재민,3.5,흔해보이지만 그렇다고 재미없지는 않아서 볼만 했던 영화~왜 결혼장려 영화라는 말이 나오는지 충분히 알겠더라는...그래도 결혼은 현실이다... ㅠㅠㅠ,스위치
오늘언니,3.5,"마음 따뜻해지는 연말 영화로 딱! 권상우 연기가 아주 좋은데, 더 진지한 영화에서도 보고싶은 마음이 든다. 요즘 너무 코미디에만 나와서 아쉬움",스위치
수란잔,2.5,"경차에서 스포츠카로, 흙수저에서 금수저로진정한 행복이 무엇인지 학습한 (부와 명예를 모두 가진) 박강의 1년짜리 서민체험",스위치
LeeCh,3.0,"다분히 올드하고 예상 가능한 만듦새의 연말 시즌 영화지만, 세 주역 배우들의 매력이 그 뻔함을 익숙하고 무해한 재미로 승화시킨다.간만에 느끼니 꽤 반갑고 기분 좋았던 90년대 가족영화 바이브.",스위치
イチ,3.5,부성애를 가득담아 연기한 배우와 모성애를 가득담아 그린 화가 그둘의 콜라보로 태어난 코믹드라마라는 가족이란 수채화,스위치
조잘조잘,3.5,"우리는 늘 꿈꾼다. 가지지 못 한, 이루지 못 한, 받지 못 한 것에 대해서. 그리고 결론은 늘 사랑을 충족하는 것으로 귀결된다.영화스타그램 조잘조잘 @cho.__.jal",스위치
홍구슬,3.0,그냥 아는 이야기인데 생각보다 따뜻했다♡,스위치
스텔라,3.0,패밀리맨이 떠올랐던 전체적인 줄거리. 다만 한국인 정서에 맞는 환경들에 웃고 더 가볍게 즐길 수 있다. 아이들의 귀여움에 웃음 짓기를 수십번. 크리스마스에 너무 잘 어울리는 영화라 1월 개봉이 아쉽게 느껴진다,스위치
헵번공주,4.0,"영화 예고편)https://fb.watch/hdtTUjAbDB/오정세는 *남자사용설명서 에서의 스타역할이 대박인데..여기서도 스타역할.ㅎㅎ재밌을것 같다)권상우는 진짜 쉬지않고 열일하네)[생각나는 영화들]​​이휘재의 일요일 일요일밤에의 한 코너에서도 이런 선택의 두 갈림길에 관한 이야기 나왔었다.그래,결심했어.하면서.<슬라이딩 도어즈>- 1998,기네스 팰트로 주연 영화, 거기서 전철을 타느냐 마느냐에 따라서 두가지 상황이 보여진다.<패밀리맨>-2000, 니콜라스 케이지,겨울,크리스마스,과거로 돌아가 현재의 삶을 반추해보고 깨달음을 얻는다.사랑한연인도.<미쓰 와이프>-2015, 엄정화가 변호사,근데 교통사고나고,,몸이 바뀐다.근데 신으로 나오는 사람이 아버지였어.오정세가 매니저 말고 배우 연기하는거 보니 톱스타로 나오는 영화-<남자사용설명서,2013> - 도 생각났다.짐캐리의 <크리스마스 캐롤,2009>도 생각났다. 크리스마스에 하룻밤 사이에 유령을 만나 개과천선하는 스토리.겨울,크리스마스배경,스크루지는 직원에게 크리스마스에도 일을 시키는데..제발..빨간날..특히 크리스마스엔 일시키지마요..ㅠ.ㅠ..​한겨울에 만나는 가슴 따뜻한 가족영화내용은 니콜라스 케이지 주연의 <패밀리 맨> 이 생각난다.패밀리맨 한국 여자 변호사 버전) 엄정화) 미쓰 와이프패밀리맨 한국 남자 배우 버전)권상우) 스위치​만족스럽지 않은 현재의 삶.과거 내가 그때 지금의 선택말고 다른 선택을 했다면 어떤 삶을 살았을까.지금보다 더 행복했을까? 하는 생각 가끔 할것이다.​영화속에서는 크리스마스날 밤 집에 가려고 탄 택시기사가 그 기적을 이뤄준다.내가 다른 선택을 했을때의 삶을 경험하게 한다.​그리고 나의 이면과 ..내가 꼭 물질적인게 아니더라도가진게 얼마나 많은 사람이었고 , 행복한 사람이었는지를 깨닫게 된다는거.그리고 다시 현재의 삶으로 돌아온다는거.그리고 현재에 와서는 이전과는 다른 내가 된다는거,주변상황이나 사람에게 좀 여유있어지고 너그러워 진다는거.현재의 삶이 얼마나 소중한지 깨닫게 된다는거.뻔한 스토리인데 따뜻하다.​그리고 극중 애들이 이란성 쌍둥이 인데 너무 귀여워~~딸내미 역할 #박소이 는 <다만 악에서 구하소서>에서 황정민의 딸로 나왔었고,<담보>에서도 봤었다.​​*처음에 권상우 트리 택시 운전수 아저씨가 행복하시죠?할때 왜 갑자기 영화 기생충에서송강호가 이선균에게 사모님,사랑하시죠? 라고 자꾸만 확인하려던 대사가 생각나서 좀 움찔했다.​*권상우는 꾸준히 영화찍는데.보면 액션,코미디,가족용 영화를 많이 찍는것 같다.그 소라게 흑역사 사진도 극중에서 소재로 나왔어.ㅎㅎㅎ아, 그러고보니 <두 번 할까요>에서는아예 이종혁이랑<말죽거리 잔혹사>의 옥상장면 따라하는거 나왔었다.ㅎㅎ자기가 나오는 영화에 자신의 과거영상 패러디 하는거 이거 은근 웃기더라.​히트맨,탐정 더 비기닝, 탐정 리턴즈 에서 보면 액션도 잘하고 코믹하고,신의 한 수- 귀수편-에서 보면 액션 진짜 잘한다.몸도좋고,중년 배우가 수십년간 탄탄한 몸을 유지하기가 쉽지 않은데 대단한 것 같다.권상우만이 할 수 있는 연기 장르를 찾은것 같다.​*이민정,권상우가 현재에서도 그나이 또래의 아이들 엄마/ 아빠여서 그런지아이들의 부모 연기가 자연스러웠다. 이민정은 예뻤고, 권상우는 여전히 멋지고.ㅎㅎ가볍게 볼만했음.작은 배역은 있어도 작은 배우는 없다~!^^*작고 소소하지만 큰 영화. 스위치 추천~ !​스포일러가 있어요!! 보기",스위치
Kimssang,3.0,역시 뻔한 이야기지만.. ㅋ,스위치
붉은 돼지,1.5,오정세의 드립도 커버 못하는 권상우의 발음.,스위치
네모로 배우는 세상,3.0,그래.. 사랑하는 가족들과 지지고 볶으며 평범하게 사는 게 행복이지.,스위치
장현웅,2.0,시놉시스만 보고도 어라 페밀리맨 리메이크네 하고봤는데 다보고 찾아보니 그냥 표절이네....영화자체는 보면서 크게나쁘진않았지만 너무대놓고 표절이라 점수는좀 낮게줄수밖에없을듯.,스위치
Nature,2.5,장점: 5번쯤으로 끊어서 봐도 완전 이해된다.단점: 5번쯤으로 나눠서 봐도 완전 이해된다.,스위치
뻐꾹(Tobby),4.0,늙었나별게 다 재밌네,스위치
나는나고,1.5,아무리 베끼고 뽑아먹어도 모자란 실력은 감출 수가 없다네~,스위치
Chulwoo Lee,1.0,"한국영화의 암흑기를 말해주는 1,2위리메이크라고 말해줘 제발",스위치
씨네필의 영화읽기,2.5,박강 감정선이 오바될 때마다 움찔했다.클리셰 그 자체지만 가족끼리 다 같이 볼만하다.,스위치
김웅기,4.0,난 권상우가 좋다.,스위치
한승태,2.0,먹지만 질리는 편의점 도시락..,스위치
Semin Lee,3.5,나는 오정세 배우가 참 좋다,스위치
족타피자,1.0,다른 영화를 고대로 베낄거면 좀 재밌게라도 만들던가..패밀리맨을 진심 똑같이 베꼈잖아,스위치
조아라,3.0,가볍고 찡하고 무난하게 볼만했음 🙋🏻‍♀️,스위치
장민아,3.0,아는 맛 아는 재미,스위치
moongun,3.0,유쾌한 코메디심오한 연출 연기 모두 비우고 편하게볼만한 작품 이었습니다,스위치
Joy Ful,2.5,오정세가 너무 아까운 영화다..,스위치
Rustice Lee,1.0,상우형 요즘은 이런거 안 팔려요예전 무명시절로 스위치 되고 싶은거에요?,스위치
정전,3.0,권상우와 이민정이 보인다클리쉐가 있어야 가끔 편안하다,스위치
김태현,2.5,정말 딱 무난한 영화,스위치
말콤X,1.0,스위치 꺼라,스위치
산은산이요물은물이로다,2.5,이민정 대존예,스위치
위도현,1.5,전체적인 내용은 <패밀리맨>에 택시 설정은 <유성왜건>이군.,스위치
Joheun Oh,3.5,"한국판 니콜라스케이지의 패밀리맨,,,기혼 유자녀 가장들은 한번쯤 볼만한 영화 ㅎ 행님들 걍 봐보세요~~",스위치
Mr Robot,1.0,웃기지 않는 코메디를 뭐라 부를까? ㅋ 이딴게 영화?,스위치
다비,2.5,후반부 신파가 좀 길었던 거 빼면 기대없이 봐도 재밌음. 명절날 웃으면서 가볍게 시간 때우기 좋음.,스위치
남누리,4.0,내 스타일이야!!!!,스위치
박민호,4.0,이 집 잘하네,스위치
Sseung,4.5,중간중간 작은 유쾌한 요소들따뜻한 이야기가벼웠지만 근래 영화중엔 가장 집중해서 본듯,스위치
애식가,1.5,이 영화를 볼빠엔 그냥 패밀리 맨을 보면 되지 않을까...,스위치
죠르디,2.0,“스위치”의 이유를 잘 납득하지 못하겠다.,스위치
Jaehong Park,3.0,한겨울 26.5도의 따뜻함,스위치
느린,3.5,"23.1.7이쯤이면 내 눈물샘이 이상한건가? 어제 오늘 내내 울기만 하네-시기를 잘 못 탄 영화! 하필 아바타에게 밀려서 크리스마스 시즌을 놓쳤는지 안타깝다.-줄거리만 봐도 어떤 내용일지 머리에 착착 들어오지만, 중간 중간 적절한 잽으로 재미를 준 영화. 기대를 하지 않았는데, 그럼에도 울고 웃고 크리스마스때 나왔다면 더 좋았을 텐데 좀 아쉽다.-이민정배우님이 너무 예쁘게 나왔다ㅎㅎ 이것만으로도 만족!-내년 크리스마스때 OTT로 나온다면 가족과 함께 봐야겠다고 결심한 영화.",스위치
황지성발라,2.5,부와 명예를 가져도 가족의 온정이 없다면 무용지물.,스위치
스파게리티,1.0,어케 3시간 넘는 아바타2 볼 때는 시간가는 줄 몰랏던 내가 보는 내내 몸이 배배 꼬이게 만들엇음; 영화를 2시간 가까이 만든 게 비극이다,스위치
HAHNCHEOL YI,2.0,지겹지 않나요?,스위치
SherlockHomz,2.5,한국판 패밀리맨인데 의외로 나쁘진 않다. 연말에 봤다면 조금 더 좋았을 것.,스위치
Sic윤,3.0,극중극 액자속 연기할때 만큼의 권상우 연기는 오정세보다 더 좋아보였음.  하지만 거기서 빠져나오니 진부함 그 자체두 사람 역할을 바꿨으면 더 좋은 영화가 되었을듯,스위치
우재,3.0,재미는 보장하지만 극장에서 정가로 보라고 하면… 고민 좀 할듯,스위치
박현하,3.5,흥미롭지는 않지만 시종일관 재미있다.,스위치
이로코,3.0,"크리스마스를 개봉시기로 잡은듯한 흔적이 곳곳에 보여 아쉽긴 했으나, 시기를 가리지 않고 가슴을 따뜻하게 데우는 가족영화의 장점을 그럴때 이용할 수 있는 거 아니겠어요.뭔가 무난하다 못해서 밍밍한 느낌이 들긴 했지만 그래도 모두 1인분씩은 한듯한 느낌이고, 과해서 눈살 찌푸리게 하는 장면이 없어 좋았다. 평타를 기대하고 열어보는 이런 영화의 종류에서, 가끔 예고편이 다여서 허무한 그런 영화들보다는 제 몫을 했다고 느껴짐.",스위치
이영훈,3.5,권상우 표 코미디는 언제나 좋다.눈에 어울리는 남자 권상우점이 어울리는 남자 오정세눈이 너무 이쁜 이민정,스위치
박현빈,2.5,영화판 인스턴트 푸드.,스위치
나성수,3.0,정부에서 만든 출산장려영화같은 느낌..?,스위치
킬마블,4.0,곧 결혼할 신혼부부들 추천,스위치
김정연,2.5,"뻔하긴 해도, 그래 뭐 연말이니까!",스위치
석재현,3.0,가슴 따뜻하게 만드는 스위치를 켠 시점이 제일 아쉬워,스위치
이상범,4.5,"아는 맛을 내 취향에 맞게 맛있게 만들었다.불편함 없이 따뜻한 영화라고 생각된다.가끔은 이런 영화가 좋구나, 내 옆 사람을 더 생각하게 하는 영화였다.",스위치
샤프한연필,3.0,"클리셰 덩어리지만 익숙한 맛이 주는 재미는 확실했다. 결말에 다가갈수록 긴장감, 웃음, 감동 모두 빠르게 줄어드는 점은 아쉽다.",스위치
No Mad,2.5,라스트의 아쉬움.새로운 '크리스마스 캐럴'버전이될 수 있었는데!2023.01.07. 003. 강릉CGV,스위치
이은식,3.5,뻔한 내용들과 예상되는 전개들이었지만 그래도 나쁘지만은 않았다. 결말은 조금 아쉽다.,스위치
메멘토,4.0,성공과 가족을 그린 선택적 평행세계의 환타지는 완성도를 떠나 수 많은 선택이 만드는 방향성에 많은 생각을 하게 만들어 준다. 어떤 이들에겐 비현실적이고 식상하긴 할테지만..,스위치
오태영,3.0,무난함이라는 함정에 빠지다.,스위치
택이,3.0,연초에서 연말로 스위치.행복은 돈으로 살 수 없다는걸 다시금 느낀다.,스위치
박찬욱,2.5,착한데 매력은 없다.,스위치
민:드레,2.5,한 순간에 바뀌어 버린 운명.,스위치
박신영,0.5,기대안했는데...  후회를했네 무료쿠폰도 아까울정도라니,스위치
깜놀,3.0,몽글몽글 따뜻하게,스위치
소금,1.0,위치가 바뀌어도 서로 잘되는 걸 시기하지 않는 우정이... 제일 따뜻하고 신기해...,스위치
권샤방,3.0,스토리는 뻔한듯  단지 코믹 드라마라 지루하지 않게 본게 다행이다. 영화관람료가 비싸서 기회비용에서 소프트한 영화는 안 볼 확률이 높아짐.OTT로만 볼 정도의 영화로 분류 될지도.,스위치
Yeonwook Jeong,3.0,"전형적인 플롯을 녹이는 메시지의 따뜻함.어디서 익히 봐온  영화인 것 같은  느낌이 드는 것은  딘점.내용 줄거리 대사까지 외울 정도이지만 연말이면 찾게 되는 #나홀로집에 영화처럼,예상을  조금도  벗어나지 않지만,  기성복이든 아니든 입었을 때  따뜻하긴 하니까,  추천하기까진 애매하지만 이런 영화  이맘때쯤 하나 걸쳐주는 것도 나쁘지  않긴 하다. ☆3.0#영화 #스위치  #권상우 #이민정 #오정세 #swich",스위치
zino,3.0,이 정도면 됐다,스위치
핀다,5.0,여자친구랑 둘이가서 보면  셋이되어 나올수있는 영화배우캐스팅도 괜츈하고 훈훈하니 재밌음,스위치
비상식량,2.5,연말연시에 가슴따뜻한 한국형 가족오락영화. 그 이상 그 이하도 아님.,스위치
신종한,3.5,모든것을 가졌을때보다 부족할때 돌아보아지는 인생.,스위치
Ocean,3.5,뻔해서 재밌다,스위치
라스트샷,3.0,이 영화를 보고 결혼이 하고 싶다고 느낄 줄은..근데 엔딩은 허탈하게 한다..,스위치
조이미,1.0,같이 본 부모님마저 거의 모든 씬을 적중해서 놀랐던 전형적인 명절용 가족 코미디,스위치
Hoon,3.0,패밀리맨 한국 버전인가?,스위치
LOUISE LEE,3.5,"때로는 뻔함, 유치함, 미숙함 같은 것들이 감동이 될 때가 있다. 늘 어렵고, 복잡하고, 무결한 가치만을 쫒다보니, 이토록 가벼운 것들이 가끔 신선하게 다가오지 않나. 2시간 동안에는 완벽이라는 강박에서 벗어나 마음껏 풀어질 수 있었다.",스위치
Gyeong,2.0,그냥.. 인생 바뀌는거 진부하고 재미없어..,스위치
송송이,3.0,그냥 편하게 보면 좋은...ㅋ,스위치
SoonohSimonSo,4.0,나 뻔한거 좋아하네.간만에 뭉클한 가족영화,스위치
별이,3.5,생각없이봐서 웃겼다,스위치
bogo,3.5,가족의 소중함크리스마스의 기적아빠의 선물,스위치
최명지,3.0,열등감 없는 주인공들이 가장 특별했던 영화타인의 행복을 순수하게 응원만 해주는 건 쉽지 않지,스위치
성원,0.5,전형적인 권상우식 영화,스위치
김세희,2.5,크리스마스 연말에 보면 좋을 영화넷**스로 하도 이상한것만 보다이 영화보니 잔잔하고 마음이 편안함,스위치
낌유진,3.0,과하지 않아 좋았다! 제목만 깔쌈하게 지었어도..,스위치
다솜땅,3.0,"더 강렬한 작품들을 많이 봐서 그런지, SF라는 것이 깊게 다가오지는 않았다.다만, 인간으로서 살아가는 것들에의 부족들이 보였다. 발전한 세상이지만 여전히 암은 무서운 죽음으로 가는길이었고, 범죄는 더 대담해졌으며 세상은 여전히 경제력이 부족한 사람에게 가혹한 세상이었다.#19.12.21 (1904)",코드 8
Jay Oh,2.0,결국 초능력과 디스토피아 소재로 어디서 이미 먹어본 듯한 식상한 맛만 재현해낸다.Flimsy justification for a psychic dystopia.,코드 8
박준영 (영화 담다),2.0,"특수 인간을 통해 여러가지 메시지를 전달하고 있었고, 이에 상당 부분 공감할 수 있었지만 영화적 재미는 글쎄.....어정쩡한 SF영화를 보는 느낌에 장르적 쾌감도 전달되지 않았다. 긴장감이 전달되어야 할 장면들에서 긴장이 느껴지지 않았고, 전체적으로 밋밋한 느낌.",코드 8
나쁜피,1.0,좋아하는 배우(애로우)도 나왔는데심지어 어제 봤는데기억이 전혀 안나네~2020-04-15 넷플릭스,코드 8
너른벌  김기철,3.0,093.  2020.  05.  02.  토..뭔가 계속 아쉽다.뭔가 들어가야할 양념이 빠진 요리같은 느낌.더구나 그 요리는 어디서 많이 보던 요리인데.그런면에서 아쉬움이 있는 영화네..넷플릭스로 봄,코드 8
강중경,4.0,"""사람은 삶이 너무 버거워지면 반격을 시작하지.""차별이 허용되지 말아야하는 이유 중에 하나.제작비가 살짝 모자라보이긴 하지만, 매력적인 세계관을 보여주고 그것에 몰입하기에는 충분하다.아는 배우가 분노의 질주 시리즈에 나오던 '성강'밖에 없는 게 좀 아쉬움.",코드 8
미지의세계,2.0,치유사역의 여배우는 꼭 그 여배우였어야만 했었나 ...많이 아쉽다 ..,코드 8
크리스 X 엔터테인먼트,2.5,2016년 단편영화가 드디어 장편으로 나왔다. 역시 억압받는 돌연변이라는 소재는 엑스맨의 영향권에서 벗어날수가 없다고 보는데 좋은 설정을 가지고도 스토리가 너무 평이하고 임팩트있는 장면이 별로 없어서 아쉽다. 비슷한 소재로 작년에 나온 '프릭스'가 더 암울하고 리얼한 분위기를 '코드 8'보다 더 잘 살렸던거 같다.,코드 8
이대해,3.0,"서양이야기의 한 특징? 힘은 결핍이 기본 구조이다. 초능력자인 남주의 위크포인트는 큰 병을 앓고 있는 어머니다. 결핍과 초능력, 이건 영웅 아킬레스를 비롯한 많은 구조다. 그 결핍이 그를 궁지로 내몰고 독자나 관객은 그걸 지켜본다. 댓가 없는 능력은 없다..2020. 03.08",코드 8
뚱이에요,1.5,"20.04.12엉성한 빌드업, 캐릭터 그리고 스토리텔링.엑스맨이 있음에도 굳이?외전격 단편으로 제작되면 또 모를까.",코드 8
DK,2.5,"[20.04.11. 등록 / Netflix]어느 방향으로도 가지 못한 킬링타임용,- 19.12.13. 캐나다 개봉 - 2016년 단편영화를 확장한 작품",코드 8
영화는 나의 힘,3.0,MCU시대에 나오긴 시시한 느낌을 지울 수 없다.,코드 8
corcovado,1.0,"그러니까 어쩔 수 없이 곤경에 내몰린 자들이, 어쩔 수 없이 범죄를 저지르는 걸 구경하라고?윤리 의식 무슨 일이야? 방향성부터 잘 못 됐는데?",코드 8
영미남(영화에 미친 남자),1.5,"(32)이런 장르에서 익히 봐왔던 이야기들의 반복.👍: 넷플에서 한국어 더빙은 좋네요,👎: 이런 장르를 많이 봐왔다면,스토리 5/20 연기 4/20 연출 6/20 재미 17/40",코드 8
